player_name,school,conference,position,height,height_inches,weight,class,season_year,games,minutes,minutes_pct,ppg,defensive_rating,offensive_rating,usage_rate,ts_pct,three_pt_pct,three_pt_attempt_rate,ft_pct,off_rebound_rate,def_rebound_rate,assist_rate,turnover_rate,steal_rate,block_rate,bpm,vorp,previous_bpm,conf_strength,conf_strength_from,conf_strength_to,conf_upgrade,future_bpm,future_impact_score,transfer_success,public_transfer_rank
Carter Bryant,Arizona,B12,PF,6-8,80,210.0,Fr,2025,37.0,710.4,48.0,6.5405,98.0,113.9,16.0,0.5931000000000001,0.371,0.3,0.695,5.3,17.8,8.3,18.5,1.72268,3.756876,7.52292,1.44,7.52292,0.98,0.98,1.0,0.02,0.0,50.0,0,89
Steven Crowl,Wisconsin,B10,PF,7-0,84,210.0,Sr,2025,37.0,944.2,63.8,9.8649,98.0,122.2,19.2,0.6297,0.416,0.3,0.821,6.6,16.6,18.2,16.7,3.3291,3.755028,7.51676,1.92,7.51676,1.0,1.0,1.0,0.0,0.0,50.0,0,90
Curtis Jones,Iowa St.,B12,G,6-4,76,210.0,Sr,2025,34.0,992.8,73.0,17.3824,98.0,117.3,25.4,0.5690999999999999,0.374,0.3,0.845,1.8,14.5,15.2,10.5,4.32427,3.7510169999999996,7.50339,2.01,7.50339,0.98,0.98,1.0,0.02,0.0,50.0,0,91
Chaz Lanier,Tennessee,SEC,WI,6-5,77,210.0,Sr,2025,38.0,1191.7,78.4,18.0,98.0,115.5,24.9,0.5597,0.395,0.3,0.758,2.0,12.1,7.8,8.8,4.3051,3.749022,7.49674,2.41,7.49674,0.99,0.99,1.0,0.01,0.0,50.0,0,92
Samson Johnson,Connecticut,BE,C,6-10,82,121.0,Sr,2025,34.0,629.7,46.3,7.4706,98.0,132.1,16.2,0.7709,0.0,0.3,0.76,9.2,13.3,10.5,21.0,2.67615,3.7461029999999997,7.48701,1.27,7.48701,0.88,0.88,1.0,0.12,0.0,50.0,0,93
Mitchell Saxen,Saint Mary's,WCC,PF,6-10,82,228.0,Sr,2025,34.0,1026.8,75.5,10.8,98.0,116.1,20.9,0.55,0.5,0.3,0.515,15.5,15.7,11.3,14.0,3.13223,3.737742,7.45914,2.07,7.45914,0.82,0.82,1.0,0.18,0.0,50.0,0,94
Mason Falslev,Utah St.,MWC,G,6-3,75,189.0,So,2025,33.0,1081.1,81.9,14.9706,98.1,113.3,23.6,0.565,0.381,0.3,0.579,4.9,18.9,21.7,16.0,3.73631,3.726441,7.42147,2.17,7.42147,0.75,0.75,1.0,0.25,0.0,50.0,0,95
Justin Abson,Georgia,SEC,C,6-9,81,210.0,Jr,2025,28.0,225.1,20.1,2.2143,98.1,116.3,14.2,0.5581,0.2,0.3,0.611,10.5,15.0,14.2,18.6,0.74716,3.716631,7.38877,0.45,7.38877,0.99,0.99,1.0,0.01,0.0,50.0,0,96
Flory Bidunga,Kansas,B12,C,6-9,81,210.0,Fr,2025,34.0,548.1,40.3,5.8824,98.1,122.2,15.8,0.6785,0.0,0.3,0.533,12.9,22.9,3.6,17.1,1.90162,3.714906,7.38302,1.09,7.38302,0.98,0.98,1.0,0.02,0.0,50.0,0,97
Tamin Lipsey,Iowa St.,B12,PG,6-1,73,210.0,Jr,2025,34.0,1007.8,74.1,10.6471,98.1,117.6,17.6,0.5972999999999999,0.331,0.3,0.758,3.6,6.4,17.7,17.5,3.18012,3.713316,7.37772,2.01,7.37772,0.98,0.98,1.0,0.02,0.0,50.0,0,98
Trevin Knell,BYU,B12,G,6-5,77,210.0,Sr,2025,36.0,717.1,49.8,9.1667,98.1,127.3,17.9,0.6531999999999999,0.429,0.3,0.732,2.7,10.8,10.9,13.0,2.83093,3.7048859999999997,7.34962,1.42,7.34962,0.98,0.98,1.0,0.02,0.0,50.0,0,99
Quimari Peterson,East Tennessee St.,SC,PG,6-1,73,167.0,Sr,2025,30.0,1065.6,88.8,19.5312,98.1,118.5,27.4,0.5795,0.423,0.3,0.741,4.0,10.7,25.0,14.5,4.35404,3.70476,7.3492,2.11,7.3492,0.62,0.62,1.0,0.38,0.0,50.0,0,100
Fousseyni Traore,BYU,B12,PF,6-6,78,106.0,Sr,2025,36.0,610.6,42.4,8.6667,98.1,125.8,23.2,0.6679999999999999,0.25,0.3,0.823,13.5,22.9,14.7,18.2,2.85708,3.702636,7.34212,1.21,7.34212,0.98,0.98,1.0,0.02,0.0,50.0,0,101
Zvonimir Ivisic,Arkansas,SEC,PF,7-2,86,210.0,So,2025,35.0,645.4,46.1,8.5429,98.1,106.3,21.4,0.5991,0.376,0.3,0.724,4.8,20.1,8.1,19.5,1.60925,3.699462,7.33154,1.28,7.33154,0.99,0.99,1.0,0.01,0.0,50.0,0,102
Dawson Garcia,Minnesota,B10,PF,6-11,83,183.0,Sr,2025,32.0,1109.8,86.7,19.1875,98.1,116.5,26.0,0.5788,0.373,0.3,0.783,5.4,20.2,13.3,9.9,5.02478,3.697992,7.32664,2.2,7.32664,1.0,1.0,1.0,0.0,0.0,50.0,0,103
Rasheer Fleming,Saint Joseph's,A10,PF,6-9,81,173.0,Jr,2025,35.0,1086.4,77.6,14.6571,98.1,121.4,20.4,0.6381,0.39,0.3,0.743,7.6,22.8,8.5,14.2,3.62248,3.697422,7.32474,2.15,7.32474,0.77,0.77,1.0,0.23,0.0,50.0,0,104
Coen Carr,Michigan St.,B10,WI,6-6,78,136.0,So,2025,37.0,763.7,51.6,8.0811,98.1,122.5,16.7,0.647,0.333,0.3,0.701,8.7,11.2,4.9,14.6,2.43034,3.693921,7.31307,1.51,7.31307,1.0,1.0,1.0,0.0,0.0,50.0,0,105
Marques Warrick,Missouri,SEC,PG,6-3,75,210.0,Sr,2025,33.0,431.6,32.7,6.6364,98.1,133.0,19.8,0.624,0.456,0.3,0.805,2.7,5.3,18.1,8.4,2.30017,3.693771,7.31257,0.85,7.31257,0.99,0.99,1.0,0.01,0.0,50.0,0,106
Chase Hunter,Clemson,ACC,G,6-3,75,210.0,Sr,2025,34.0,1113.8,81.9,16.5,98.2,118.5,23.4,0.612,0.407,0.3,0.866,1.9,8.8,14.8,16.0,4.29769,3.689415,7.29805,2.19,7.29805,0.97,0.97,1.0,0.03,0.0,50.0,0,107
Thomas Sorber,Georgetown,BE,PF,6-10,82,150.0,Fr,2025,24.0,530.9,55.3,14.5,98.2,111.8,24.2,0.5802,0.162,0.3,0.724,9.5,21.9,15.6,17.4,3.3123,3.684219,7.28073,1.04,7.28073,0.88,0.88,1.0,0.12,0.0,50.0,0,108
Keanu Dawes,Utah,B12,WI,6-9,81,101.0,So,2025,31.0,539.4,43.5,8.3226,98.2,127.9,18.8,0.6870999999999999,0.343,0.3,0.756,11.6,25.5,10.3,16.4,2.7043,3.6835739999999997,7.27858,1.06,7.27858,0.98,0.98,1.0,0.02,0.0,50.0,0,109
Eric Dixon,Villanova,BE,WI,6-8,80,190.0,Sr,2025,35.0,1180.2,84.3,23.2857,98.2,116.7,32.9,0.5832999999999999,0.407,0.3,0.813,5.2,12.6,13.1,11.8,6.09047,3.680946,7.26982,2.32,7.26982,0.88,0.88,1.0,0.12,0.0,50.0,0,110
Labaron Philon,Alabama,SEC,PG,6-4,76,136.0,Fr,2025,37.0,907.2,61.3,10.5946,98.2,114.8,21.4,0.5494,0.315,0.3,0.767,3.8,9.3,24.9,17.2,3.07417,3.680211,7.26737,1.78,7.26737,0.99,0.99,1.0,0.01,0.0,50.0,0,111
Terrance Arceneaux,Houston,B12,WI,6-6,78,210.0,Jr,2025,40.0,800.0,50.0,6.475,98.2,114.3,17.0,0.5312,0.337,0.3,0.729,5.6,10.4,6.6,12.1,1.93891,3.675993,7.25331,1.57,7.25331,0.98,0.98,1.0,0.02,0.0,50.0,0,112
Donovan Dent,New Mexico,MWC,PU,6-2,74,263.0,Jr,2025,34.0,1207.7,88.8,20.4286,98.2,112.7,28.9,0.5679,0.4,0.3,0.784,1.1,6.2,35.7,16.5,4.98358,3.671805,7.23935,2.36,7.23935,0.75,0.75,1.0,0.25,0.0,50.0,0,113
Kobe Johnson,UCLA,B10,WI,6-6,78,210.0,Sr,2025,34.0,986.0,72.5,7.9412,98.2,116.0,16.1,0.5753,0.362,0.3,0.704,7.5,18.4,17.8,19.1,2.54642,3.665433,7.21811,1.92,7.21811,1.0,1.0,1.0,0.0,0.0,50.0,0,114
Stevie Mitchell,Marquette,BE,G,6-2,74,160.0,Sr,2025,34.0,918.0,67.5,10.6765,98.2,119.6,19.3,0.564,0.358,0.3,0.729,7.1,10.3,10.4,9.6,3.28586,3.664929,7.21643,1.79,7.21643,0.88,0.88,1.0,0.12,0.0,50.0,0,115
Jordan Geronimo,Maryland,B10,WI,6-6,78,210.0,Sr,2025,30.0,243.6,20.3,2.4667,98.2,113.1,13.7,0.5539000000000001,0.25,0.3,0.5,11.5,15.3,2.8,15.6,0.632458,3.659625,7.19875,0.47,7.19875,1.0,1.0,1.0,0.0,0.0,50.0,0,116
RJ Luis Jr.,St. John's,BE,WI,6-6,78,237.0,Jr,2025,35.0,1068.2,76.3,18.2,98.2,108.7,27.6,0.5251,0.336,0.3,0.747,7.0,17.0,12.3,14.1,3.65402,3.659613,7.19871,2.08,7.19871,0.88,0.88,1.0,0.12,0.0,50.0,0,117
AK Okereke,Cornell,Ivy,WI,6-7,79,148.0,Jr,2025,27.0,711.7,65.9,13.8966,98.3,125.9,25.3,0.6601,0.327,0.3,0.793,5.6,14.6,28.6,16.7,3.88744,3.654861,7.18287,1.38,7.18287,0.72,0.72,1.0,0.28,0.0,50.0,0,118
Pharrel Payne,Texas A&M,SEC,C,6-9,81,150.0,Jr,2025,34.0,678.6,49.9,10.3529,98.3,119.1,23.2,0.6368,0.0,0.3,0.582,13.6,14.2,5.0,15.9,2.96037,3.635376,7.11792,1.3,7.11792,0.99,0.99,1.0,0.01,0.0,50.0,0,119
J'Wan Roberts,Houston,B12,C,6-8,80,124.0,Sr,2025,37.0,1021.2,69.0,10.6216,98.3,108.8,21.7,0.5112,0.0,0.3,0.625,9.9,15.7,11.5,15.3,3.06679,3.635199,7.11733,1.96,7.11733,0.98,0.98,1.0,0.02,0.0,50.0,0,120
Ian Schieffelin,Clemson,ACC,PF,6-8,80,164.0,Sr,2025,34.0,1109.8,81.6,12.4412,98.3,120.9,20.6,0.5743,0.341,0.3,0.741,11.2,22.4,15.1,14.5,4.09996,3.6306749999999997,7.10225,2.13,7.10225,0.97,0.97,1.0,0.03,0.0,50.0,0,121
Ryan Nembhard,Gonzaga,WCC,PU,6-0,72,210.0,Sr,2025,35.0,1215.2,86.8,10.5429,98.3,119.5,20.1,0.547,0.404,0.3,0.77,1.0,8.3,41.5,19.9,4.13845,3.6260999999999997,7.087,2.33,7.087,0.82,0.82,1.0,0.18,0.0,50.0,0,122
Chaney Johnson,Auburn,SEC,WI,6-7,79,115.0,Sr,2025,38.0,889.2,58.5,9.0789,98.3,122.1,17.8,0.6145,0.294,0.3,0.704,7.9,15.7,9.9,14.6,3.0822,3.620889,7.06963,1.7,7.06963,0.99,0.99,1.0,0.01,0.0,50.0,0,123
Keba Keita,BYU,B12,C,6-8,80,141.0,Jr,2025,35.0,702.8,50.2,7.4286,98.4,125.9,16.9,0.6321,0.0,0.3,0.411,16.5,27.1,5.9,13.2,2.76144,3.613251,7.04417,1.34,7.04417,0.98,0.98,1.0,0.02,0.0,50.0,0,124
Marcus Williams,San Francisco,WCC,PG,6-2,74,105.0,Sr,2025,30.0,814.8,67.9,15.129,98.4,114.1,24.8,0.5954999999999999,0.412,0.3,0.738,2.2,11.3,28.8,17.8,3.42881,3.613107,7.04369,1.55,7.04369,0.82,0.82,1.0,0.18,0.0,50.0,0,125
Jaemyn Brakefield,Mississippi,SEC,WI,6-8,80,119.0,Sr,2025,36.0,832.3,57.8,11.0556,98.4,117.8,23.0,0.604,0.351,0.3,0.732,6.5,14.9,15.7,13.1,3.28404,3.607878,7.02626,1.58,7.02626,0.99,0.99,1.0,0.01,0.0,50.0,0,126
KeShawn Murphy,Mississippi St.,SEC,C,6-10,82,165.0,Jr,2025,34.0,807.8,59.4,11.7059,98.4,114.7,23.6,0.5834,0.148,0.3,0.619,10.4,23.7,13.2,15.5,2.99607,3.586788,6.95596,1.52,6.95596,0.99,0.99,1.0,0.01,0.0,50.0,0,127
Brice Williams,Nebraska,B10,WI,6-7,79,125.0,Sr,2025,35.0,1176.0,84.0,20.3714,98.4,115.4,27.6,0.6087,0.37,0.3,0.883,1.9,11.4,18.1,14.6,4.94438,3.581757,6.93919,2.2,6.93919,1.0,1.0,1.0,0.0,0.0,50.0,0,128
Eric Dailey Jr.,UCLA,B10,WI,6-8,80,210.0,So,2025,33.0,753.7,57.1,11.3939,98.5,118.6,22.1,0.5932999999999999,0.378,0.3,0.721,6.4,14.9,11.9,11.6,3.0822,3.564372,6.88124,1.4,6.88124,1.0,1.0,1.0,0.0,0.0,50.0,0,129
"Paul McNeil, Jr.",N.C. State,ACC,WI,6-5,77,210.0,Fr,2025,24.0,160.3,16.7,4.2083,98.6,123.8,23.9,0.5813,0.356,0.3,0.76,9.2,9.0,20.1,8.6,1.25945,3.536259,6.78753,0.29,6.78753,0.97,0.97,1.0,0.03,0.0,50.0,0,130
Zach Hicks,Penn St.,B10,WI,6-8,80,210.0,Sr,2025,31.0,983.3,79.3,11.6129,98.6,128.2,14.7,0.6492,0.413,0.3,0.8,3.1,15.0,11.0,10.9,3.66663,3.521664,6.73888,1.79,6.73888,1.0,1.0,1.0,0.0,0.0,50.0,0,131
Brenen Lorient,North Texas,Amer,PF,6-9,81,103.0,Jr,2025,34.0,854.1,62.8,11.6944,98.6,116.2,25.6,0.6159,0.5,0.3,0.722,8.2,17.1,13.5,17.1,2.97774,3.507552,6.69184,1.54,6.69184,0.79,0.79,1.0,0.21,0.0,50.0,0,132
Quincy Ballard,Wichita St.,Amer,C,6-11,83,155.0,Sr,2025,32.0,848.6,66.3,9.9697,98.6,140.0,13.5,0.7228,0.0,0.3,0.537,11.8,23.3,2.0,8.7,3.8956,3.506442,6.68814,1.53,6.68814,0.79,0.79,1.0,0.21,0.0,50.0,0,133
James Scott,Louisville,ACC,C,6-11,83,133.0,So,2025,35.0,823.2,58.8,7.0571,98.7,129.3,14.0,0.7026,0.167,0.3,0.435,10.2,18.8,10.9,17.5,2.77343,3.505524,6.68508,1.49,6.68508,0.97,0.97,1.0,0.03,0.0,50.0,0,134
Morez Johnson Jr.,Illinois,B10,C,6-9,81,106.0,Fr,2025,30.0,450.0,37.5,6.9667,98.7,127.3,17.8,0.644,0.0,0.3,0.618,17.3,22.5,2.7,13.6,2.50823,3.4955249999999998,6.65175,0.81,6.65175,1.0,1.0,1.0,0.0,0.0,50.0,0,135
Tyler Bilodeau,UCLA,B10,WI,6-9,81,210.0,Jr,2025,33.0,847.4,64.2,13.5152,98.7,115.8,23.8,0.5737,0.4,0.3,0.717,6.7,15.2,11.6,11.1,3.42113,3.489858,6.63286,1.52,6.63286,1.0,1.0,1.0,0.0,0.0,50.0,0,136
Rashaun Agee,USC,B10,PF,6-8,80,111.0,Sr,2025,34.0,661.0,48.6,9.4118,98.7,121.3,21.3,0.6416,0.391,0.3,0.741,10.1,17.6,10.0,14.7,2.77117,3.4862580000000003,6.62086,1.18,6.62086,1.0,1.0,1.0,0.0,0.0,50.0,0,137
Skyy Clark,UCLA,B10,G,6-3,75,210.0,Jr,2025,34.0,894.9,65.8,8.4706,98.7,120.1,16.3,0.5959,0.397,0.3,0.778,3.5,9.9,18.2,15.7,2.7161,3.485607,6.61869,1.6,6.61869,1.0,1.0,1.0,0.0,0.0,50.0,0,138
Malik Thomas,San Francisco,WCC,G,6-5,77,155.0,Sr,2025,33.0,1023.0,77.5,19.8824,98.7,115.1,28.5,0.59,0.394,0.3,0.851,2.1,12.0,14.6,12.8,4.3262,3.468774,6.56258,1.81,6.56258,0.82,0.82,1.0,0.18,0.0,50.0,0,139
Tre Carroll,Florida Atlantic,Amer,PF,6-7,79,152.0,Jr,2025,33.0,728.6,55.2,12.2059,98.8,117.8,25.0,0.5992999999999999,0.379,0.3,0.776,8.4,16.8,14.9,13.7,2.79547,3.437238,6.45746,1.27,6.45746,0.79,0.79,1.0,0.21,0.0,50.0,0,140
Ven-Allen Lubin,North Carolina,ACC,C,6-8,80,158.0,Jr,2025,37.0,719.3,48.6,8.7027,98.8,130.2,17.8,0.6937000000000001,0.0,0.3,0.711,11.4,20.2,2.9,13.2,2.9374,3.432852,6.44284,1.25,6.44284,0.97,0.97,1.0,0.03,0.0,50.0,0,141
Mikey Lewis,Saint Mary's,WCC,G,6-3,75,210.0,Fr,2025,34.0,542.6,39.9,8.2,98.9,109.6,24.2,0.5264,0.377,0.3,0.704,2.1,9.9,8.1,12.4,1.52398,3.417135,6.39045,0.94,6.39045,0.82,0.82,1.0,0.18,0.0,50.0,0,142
Nick Davidson,Nevada,MWC,PF,6-9,81,134.0,Jr,2025,33.0,1087.7,82.4,15.7879,98.9,115.9,24.9,0.598,0.371,0.3,0.699,7.1,17.4,17.7,14.2,4.24823,3.416157,6.38719,1.88,6.38719,0.75,0.75,1.0,0.25,0.0,50.0,0,143
Nolan Hickman,Gonzaga,WCC,G,6-2,74,210.0,Sr,2025,35.0,1029.0,73.5,10.9143,98.9,125.6,14.8,0.6267,0.445,0.3,0.931,1.8,7.1,11.7,11.8,3.17268,3.412566,6.37522,1.77,6.37522,0.82,0.82,1.0,0.18,0.0,50.0,0,144
Alex Karaban,Connecticut,BE,PF,6-8,80,113.0,Jr,2025,33.0,1100.9,83.4,14.303,98.9,122.0,19.6,0.5686,0.347,0.3,0.828,5.9,12.1,14.5,11.5,4.54304,3.395499,6.31833,1.88,6.31833,0.88,0.88,1.0,0.12,0.0,50.0,0,145
Zach Freemantle,Xavier,BE,PF,6-9,81,149.0,Sr,2025,31.0,864.3,69.7,16.8387,99.0,112.3,26.0,0.5844,0.3,0.3,0.752,6.9,19.7,14.9,12.5,3.82633,3.384207,6.28069,1.47,6.28069,0.88,0.88,1.0,0.12,0.0,50.0,0,146
Maxime Raynaud,Stanford,ACC,PF,7-1,85,153.0,Sr,2025,35.0,1173.2,83.8,20.2,99.0,110.1,30.3,0.5582,0.347,0.3,0.77,9.4,28.7,11.9,14.2,4.42415,3.374433,6.24811,1.98,6.24811,0.97,0.97,1.0,0.03,0.0,50.0,0,147
Jack Clark,VCU,A10,PF,6-10,82,210.0,Sr,2025,34.0,981.9,72.2,9.6571,99.0,127.8,16.0,0.6135,0.358,0.3,0.791,6.9,19.9,12.8,13.8,3.27114,3.37077,6.2359,1.65,6.2359,0.77,0.77,1.0,0.23,0.0,50.0,0,148
B.J. Edwards,SMU,ACC,PG,6-3,75,130.0,Jr,2025,35.0,1030.4,73.6,9.8857,99.1,111.2,19.0,0.5359,0.341,0.3,0.716,4.2,13.3,21.4,18.8,2.32742,3.3528149999999997,6.17605,1.72,6.17605,0.97,0.97,1.0,0.03,0.0,50.0,0,149
Augustas Marciulionis,Saint Mary's,WCC,PU,6-4,76,144.0,Sr,2025,34.0,1191.4,87.6,14.2,99.1,117.4,23.0,0.5482,0.338,0.3,0.793,1.2,9.4,32.9,16.9,4.16544,3.352515,6.17505,1.99,6.17505,0.82,0.82,1.0,0.18,0.0,50.0,0,150
Tre White,Illinois,B10,WI,6-7,79,108.0,Jr,2025,32.0,678.4,53.0,10.4688,99.1,123.5,18.6,0.6125,0.329,0.3,0.824,6.9,17.4,6.0,12.8,3.13866,3.346533,6.15511,1.13,6.15511,1.0,1.0,1.0,0.0,0.0,50.0,0,151
Johnny O'Neil,Santa Clara,WCC,PF,6-10,82,210.0,Sr,2025,34.0,738.5,54.3,7.9118,99.1,113.5,17.7,0.5845,0.396,0.3,0.778,6.1,22.3,11.0,18.7,1.6299,3.33099,6.1033,1.22,6.1033,0.82,0.82,1.0,0.18,0.0,50.0,0,152
Isaiah Evans,Duke,ACC,WI,6-6,78,210.0,Fr,2025,36.0,457.9,31.8,6.8333,99.1,123.7,19.4,0.6206,0.416,0.3,0.813,1.0,7.9,6.4,10.0,1.83526,3.326187,6.08729,0.75,6.08729,0.97,0.97,1.0,0.03,0.0,50.0,0,153
Kobe Sanders,Nevada,MWC,PG,6-9,81,210.0,Sr,2025,33.0,1037.5,78.6,15.8485,99.1,115.7,27.2,0.5719,0.342,0.3,0.795,2.7,12.6,29.9,13.2,4.39489,3.322923,6.07641,1.7,6.07641,0.75,0.75,1.0,0.25,0.0,50.0,0,154
Tyrese Proctor,Duke,ACC,G,6-6,78,210.0,Jr,2025,38.0,1108.1,72.9,12.3684,99.1,121.3,18.7,0.5866,0.405,0.3,0.68,2.0,9.0,12.9,11.3,3.65396,3.320274,6.06758,1.82,6.06758,0.97,0.97,1.0,0.03,0.0,50.0,0,155
Christoph Tilly,Santa Clara,WCC,PF,7-0,84,177.0,Jr,2025,31.0,632.4,51.0,12.4516,99.2,117.8,25.5,0.6228,0.315,0.3,0.771,8.4,16.2,16.1,17.6,2.92154,3.289152,5.96384,1.02,5.96384,0.82,0.82,1.0,0.18,0.0,50.0,0,156
Dailyn Swain,Xavier,BE,WI,6-7,79,173.0,So,2025,34.0,961.5,70.7,10.9706,99.3,114.6,19.8,0.6036,0.25,0.3,0.817,4.5,18.5,17.6,16.5,2.92687,3.272748,5.90916,1.53,5.90916,0.88,0.88,1.0,0.12,0.0,50.0,0,157
Tyeree Bryan,Santa Clara,WCC,WI,6-5,77,210.0,Sr,2025,32.0,812.8,63.5,10.4375,99.3,126.7,16.4,0.6001,0.429,0.3,0.653,6.8,11.5,10.0,9.6,3.02994,3.2627819999999996,5.87594,1.29,5.87594,0.82,0.82,1.0,0.18,0.0,50.0,0,158
Kario Oquendo,SMU,ACC,WI,6-4,76,210.0,Jr,2025,35.0,823.2,58.8,11.1714,99.4,126.9,18.4,0.6451,0.423,0.3,0.814,2.6,12.9,7.9,12.6,3.06557,3.238143,5.79381,1.29,5.79381,0.97,0.97,1.0,0.03,0.0,50.0,0,159
Enoch Cheeks,Dayton,A10,WI,6-3,75,101.0,Sr,2025,33.0,1098.2,83.2,13.2424,99.4,117.2,19.0,0.5981000000000001,0.355,0.3,0.802,4.6,17.5,11.9,13.7,3.3938,3.21303,5.7101,1.69,5.7101,0.77,0.77,1.0,0.23,0.0,50.0,0,160
RJ Davis,North Carolina,ACC,G,6-0,72,132.0,Sr,2025,37.0,1258.0,85.0,17.2162,99.4,116.1,23.8,0.5565,0.354,0.3,0.873,1.1,9.8,19.4,10.7,4.53738,3.211977,5.70659,1.94,5.70659,0.97,0.97,1.0,0.03,0.0,50.0,0,161
Zeb Jackson,VCU,A10,G,6-5,77,210.0,Sr,2025,29.0,559.1,48.2,10.8333,99.4,115.1,24.2,0.5453,0.319,0.3,0.882,4.8,13.0,17.7,14.8,2.67765,3.208353,5.69451,0.86,5.69451,0.77,0.77,1.0,0.23,0.0,50.0,0,162
Chase Ross,Marquette,BE,G,6-4,76,110.0,Jr,2025,34.0,1024.1,75.3,10.5294,99.5,115.3,17.7,0.5866,0.365,0.3,0.754,4.1,10.7,12.1,15.8,2.91001,3.2029680000000003,5.67656,1.57,5.67656,0.88,0.88,1.0,0.12,0.0,50.0,0,163
Anthony Leal,Indiana,B10,PG,6-5,77,210.0,Sr,2025,26.0,441.0,42.4,3.2692,99.5,123.6,8.9,0.6543000000000001,0.412,0.3,0.619,3.8,11.8,14.0,20.3,1.57762,3.200778,5.66926,0.68,5.66926,1.0,1.0,1.0,0.0,0.0,50.0,0,164
Matt Cross,SMU,ACC,PF,6-7,79,210.0,Sr,2025,34.0,972.4,71.5,11.7647,99.5,118.5,19.1,0.5948,0.382,0.3,0.703,9.5,19.2,10.1,16.6,3.14465,3.200277,5.66759,1.49,5.66759,0.97,0.97,1.0,0.03,0.0,50.0,0,165
Obi Agbim,Wyoming,MWC,PG,6-3,75,210.0,Jr,2025,28.0,875.8,78.2,17.5862,99.5,114.0,24.9,0.5891,0.433,0.3,0.773,1.3,10.1,23.6,15.6,3.98508,3.1991069999999997,5.66369,1.34,5.66369,0.75,0.75,1.0,0.25,0.0,50.0,0,166
Malique Ewin,Florida St.,ACC,C,6-10,82,208.0,So,2025,30.0,733.2,61.1,14.2333,99.5,116.1,26.4,0.6109,0.0,0.3,0.653,13.7,19.6,15.5,15.9,3.50148,3.18843,5.6281,1.11,5.6281,0.97,0.97,1.0,0.03,0.0,50.0,0,167
Keeshawn Barthelemy,Oregon,B10,PG,6-1,73,210.0,Sr,2025,35.0,963.2,68.8,10.0,99.5,117.5,17.5,0.5611,0.414,0.3,0.886,2.2,7.1,16.5,11.7,2.92852,3.185031,5.61677,1.46,5.61677,1.0,1.0,1.0,0.0,0.0,50.0,0,168
Josh Cohen,USC,B10,PF,6-10,82,210.0,Sr,2025,33.0,388.1,29.4,5.8788,99.5,123.1,22.3,0.6356,0.167,0.3,0.732,11.0,13.8,17.0,14.4,1.91406,3.179328,5.59776,0.59,5.59776,1.0,1.0,1.0,0.0,0.0,50.0,0,169
Mason Gillis,Duke,ACC,PF,6-6,78,210.0,Sr,2025,37.0,518.0,35.0,4.1081,99.5,124.5,13.7,0.5761,0.34,0.3,0.826,5.9,13.8,8.7,12.1,1.50349,3.1784099999999995,5.5947,0.78,5.5947,0.97,0.97,1.0,0.03,0.0,50.0,0,170
Jae'Lyn Withers,North Carolina,ACC,PF,6-9,81,210.0,Sr,2025,37.0,642.3,43.4,6.4595,99.5,116.7,16.8,0.627,0.443,0.3,0.714,5.6,22.9,6.9,16.7,1.68254,3.1768859999999997,5.58962,0.97,5.58962,0.97,0.97,1.0,0.03,0.0,50.0,0,171
Ian Martinez,Utah St.,MWC,G,6-3,75,210.0,Sr,2025,33.0,983.4,74.5,16.3824,99.6,120.1,25.0,0.5943999999999999,0.348,0.3,0.874,3.4,10.6,17.1,14.0,4.38651,3.1644930000000002,5.54831,1.47,5.54831,0.75,0.75,1.0,0.25,0.0,50.0,0,172
PJ Haggerty,Memphis,Amer,G,6-3,75,197.0,So,2025,35.0,1268.4,90.6,21.6857,99.6,113.2,28.2,0.5828,0.364,0.3,0.818,3.7,13.7,20.4,17.9,4.68795,3.14862,5.4954,1.88,5.4954,0.79,0.79,1.0,0.21,0.0,50.0,0,173
Nelly Joseph,New Mexico,MWC,C,6-9,81,255.0,Sr,2025,34.0,1069.0,78.6,14.1714,99.6,110.9,22.1,0.5895,0.0,0.3,0.648,10.8,27.7,7.4,17.3,3.15623,3.1416899999999996,5.4723,1.58,5.4723,0.75,0.75,1.0,0.25,0.0,50.0,0,174
Ryan Conwell,Xavier,BE,G,6-3,75,111.0,Jr,2025,34.0,1113.8,81.9,16.5294,99.6,116.0,22.1,0.6181,0.412,0.3,0.828,1.0,8.8,14.9,12.8,3.94353,3.137727,5.45909,1.64,5.45909,0.88,0.88,1.0,0.12,0.0,50.0,0,175
Miles Rubin,Loyola Chicago,A10,C,6-10,82,170.0,So,2025,36.0,861.1,59.8,9.5946,99.7,117.6,18.3,0.6844,0.0,0.3,0.476,8.3,18.8,11.6,19.8,2.15018,3.1033799999999996,5.3446,1.24,5.3446,0.77,0.77,1.0,0.23,0.0,50.0,0,176
Wooga Poplar,Villanova,BE,WI,6-5,77,140.0,Sr,2025,36.0,1144.8,79.5,15.25,99.7,113.2,24.1,0.5844,0.387,0.3,0.856,3.4,22.5,9.7,14.8,3.68735,3.101427,5.33809,1.65,5.33809,0.88,0.88,1.0,0.12,0.0,50.0,0,177
Amael L'Etang,Dayton,A10,PF,7-1,85,210.0,Fr,2025,33.0,545.2,41.3,7.0882,99.8,114.9,22.0,0.5898,0.339,0.3,0.662,9.6,20.4,15.3,15.9,1.80897,3.091644,5.30548,0.78,5.30548,0.77,0.77,1.0,0.23,0.0,50.0,0,178
